Taxon,Locality,MaxAge,MinAge,Area
Protoavis,13273,227.0,208.5,
Protoavis,13273,227.0,208.5,
Typothorax,13273,227.0,208.5,
Technosaurus,13273,227.0,208.5,
Arganasuchus,58619,237.0,227.0,
Parasuchus,58618,237.0,227.0,Otischalkian
Azendohsaurus,58618,237.0,227.0,Otischalkian
Langeronyx,57944,247.2,242.0,
Riojasaurus,58569,227.0,208.5,
Effigia,48422,208.5,201.4,
Effigia,48422,208.5,201.4,
Effigia,48422,208.5,201.4,
Effigia,48422,208.5,201.4,
Trilophosaurus,58107,227.0,208.5,
Coelophysis,58106,227.0,208.5,
Thecodontosaurus,57975,237.0,227.0,
Camelotia,57958,208.5,201.4,Avicula contorta
Ichthyosaurus,122362,208.5,201.4,
Eubrontes,57949,227.0,208.5,
Grallator,57949,227.0,208.5,
Bromsgroveia,57944,247.2,242.0,
Bromsgroveia,57944,247.2,242.0,
Bromsgroveia,57944,247.2,242.0,
Rhombopholis,57944,247.2,242.0,
Postosuchus,57686,227.0,208.5,
Coelophysis,57685,227.0,208.5,
Coelophysis,57685,227.0,208.5,
Coelophysis,57685,227.0,208.5,
Coelophysis,57685,227.0,208.5,
Revueltosaurus,57685,227.0,208.5,
Shuvosaurus,57685,227.0,208.5,
Postosuchus,57685,227.0,208.5,
Typothorax,57685,227.0,208.5,
Typothorax,57685,227.0,208.5,
Typothorax,57685,227.0,208.5,
Vancleavea,57685,227.0,208.5,
Postosuchus,57683,227.0,208.5,
Lucianosaurus,57071,227.0,208.5,
Tecovasaurus,39160,227.0,208.5,
Tecovasaurus,13266,227.0,208.5,
Grallator,57066,208.5,199.5,
Batrachopus,57065,208.5,199.5,
Grallator,57065,208.5,199.5,
Gwyneddichnium,57064,208.5,201.4,
Apatopus,57064,208.5,201.4,
Grallator,57064,208.5,201.4,
Pseudotetrasauropus,57064,208.5,201.4,
Gwyneddichnium,57063,208.5,201.4,
Apatopus,57063,208.5,201.4,
Apatopus,57063,208.5,201.4,
Grallator,57063,208.5,201.4,
Pseudotetrasauropus,57063,208.5,201.4,
Alwalkeria,57059,237.0,227.0,
Anomoepus,56999,201.4,199.5,
Parabrontopodus,56999,201.4,199.5,
Kayentapus,56999,201.4,199.5,
Anchisauripus,56999,201.4,199.5,
Lessemsaurus,56156,227.0,208.5,Coloradian
Lessemsaurus,56156,227.0,208.5,Coloradian
Lessemsaurus,56156,227.0,208.5,Coloradian
Yimenosaurus,56155,201.4,199.5,
Yimenosaurus,56155,201.4,199.5,
Yimenosaurus,56155,201.4,199.5,
Yimenosaurus,56155,201.4,199.5,
Yimenosaurus,56155,201.4,199.5,
Yimenosaurus,56155,201.4,199.5,
Yimenosaurus,56155,201.4,199.5,
Yimenosaurus,56155,201.4,199.5,
Yimenosaurus,56155,201.4,199.5,
Yimenosaurus,56155,201.4,199.5,
Kuehneosaurus,56047,216.7,213.2,
Clevosaurus,56047,216.7,213.2,
Eudimorphodon,56047,216.7,213.2,
Kholumolumo,56018,227.0,208.5,
Kholumolumo,56018,227.0,208.5,
Kholumolumo,56018,227.0,208.5,
Kholumolumo,56018,227.0,208.5,
Kholumolumo,56018,227.0,208.5,
Kholumolumo,56018,227.0,208.5,
Kholumolumo,56018,227.0,208.5,
Eubrontes,55527,201.4,199.5,
Grallator,55527,201.4,199.5,
Anomoepus,55527,201.4,199.5,
Brachychirotherium,55526,237.0,227.0,
Apatopus,55526,237.0,227.0,
Grallator,55493,227.0,208.5,
Grallator,55492,227.0,208.5,
Kintneria,55412,227.0,208.5,
Apatopus,55412,227.0,208.5,
Brachychirotherium,55412,227.0,208.5,
Brachychirotherium,55412,227.0,208.5,
Coelurosaurichnus,55412,227.0,208.5,
Anchisauripus,55412,227.0,208.5,
Grallator,55412,227.0,208.5,
Kintneria,55411,227.0,208.5,
Gwyneddichnium,55411,227.0,208.5,
Eubrontes,55480,201.4,199.5,
Guaibasaurus,55446,227.0,208.5,Ictidosauria
Guaibasaurus,55446,227.0,208.5,Ictidosauria
Sacisaurus,55442,227.0,208.5,Riograndia
Atreipus,55419,227.0,208.5,
Atreipus,55418,227.0,208.5,
Grallator,55418,227.0,208.5,
Eubrontes,55418,227.0,208.5,
Grallator,55416,237.0,227.0,
Brachychirotherium,55416,237.0,227.0,
Grallator,55415,227.0,208.5,
Brachychirotherium,55415,227.0,208.5,
Kintneria,55414,227.0,208.5,
Brachychirotherium,55414,227.0,208.5,
Grallator,55414,227.0,208.5,
Grallator,55412,227.0,208.5,
Grallator,55411,227.0,208.5,
Grallator,55410,227.0,208.5,
Drepanosaurus,48422,208.5,201.4,
Anomoepus,55331,201.4,199.5,
Anomoepus,55331,201.4,199.5,
Anomoepus,55331,201.4,199.5,
Anomoepus,55331,201.4,199.5,
Anomoepus,55331,201.4,199.5,
Anomoepus,55331,201.4,199.5,
Anomoepus,55331,201.4,199.5,
Anomoepus,55331,201.4,199.5,
Anomoepus,55331,201.4,199.5,
Anomoepus,55331,201.4,199.5,
Anomoepus,55331,201.4,199.5,
Anomoepus,55331,201.4,199.5,
Anomoepus,55331,201.4,199.5,
Anomoepus,55331,201.4,199.5,
Anomoepus,55331,201.4,199.5,
Anomoepus,55331,201.4,199.5,
Anomoepus,55331,201.4,199.5,
Grallator,55331,201.4,199.5,
Anchisauripus,55331,201.4,199.5,
Eubrontes,55331,201.4,199.5,
Asylosaurus,51970,208.5,201.4,
Asylosaurus,51970,208.5,201.4,
Asylosaurus,51970,208.5,201.4,
Asylosaurus,51970,208.5,201.4,
Asylosaurus,51970,208.5,201.4,
Asylosaurus,51970,208.5,201.4,
Plateosaurus,55321,208.5,201.4,
Coelurosaurichnus,55316,237.0,227.0,
Laquintasaura,55294,201.4,199.5,
Anchisauripus,55260,201.4,199.5,
Eubrontes,55260,201.4,199.5,
Grallator,55260,201.4,199.5,
Brachychirotherium,55259,227.0,208.5,
Pseudotetrasauropus,55259,227.0,208.5,
Grallator,55259,227.0,208.5,
Batrachopus,52986,201.4,199.5,
Batrachopus,52986,201.4,199.5,
Batrachopus,52986,201.4,199.5,
Coelophysis,54168,227.0,208.5,
Coelophysis,54167,227.0,208.5,
Coelophysis,54014,227.0,208.5,
Coelophysis,54013,227.0,208.5,
Coelophysis,54012,227.0,208.5,
Coelophysis,54011,227.0,208.5,
Coelophysis,54010,227.0,208.5,
Coelophysis,54009,227.0,208.5,
Coelophysis,54008,227.0,208.5,
Eucoelophysis,54007,227.0,208.5,
Coelophysis,54006,227.0,208.5,
Plateosaurus,53829,208.5,201.4,
Hesperosuchus,48422,208.5,201.4,
Hesperosuchus,48422,208.5,201.4,
Whitakersaurus,48422,208.5,201.4,
Vancleavea,48422,208.5,201.4,
Vancleavea,48422,208.5,201.4,
Vancleavea,48422,208.5,201.4,
Shuvosaurus,53513,227.0,208.5,
Revueltosaurus,53513,227.0,208.5,
Revueltosaurus,53513,227.0,208.5,
Revueltosaurus,53513,227.0,208.5,
Revueltosaurus,53513,227.0,208.5,
Revueltosaurus,53513,227.0,208.5,
Revueltosaurus,53513,227.0,208.5,
Grallator,53030,201.4,199.5,
Eubrontes,53029,201.4,199.5,
Grallator,53026,201.4,199.5,
Grallator,53024,201.4,199.5,
Eubrontes,53024,201.4,199.5,
Eubrontes,53024,201.4,199.5,
Grallator,53024,201.4,199.5,
Eubrontes,53024,201.4,199.5,
Anomoepus,52986,201.4,199.5,
Eubrontes,52986,201.4,199.5,
Sauropus,52986,201.4,199.5,
Kayentapus,52986,201.4,199.5,
Anomoepus,52986,201.4,199.5,
Anomoepus,52986,201.4,199.5,
Eubrontes,52986,201.4,199.5,
Eubrontes,52986,201.4,199.5,
Eubrontes,52986,201.4,199.5,
Eubrontes,52986,201.4,199.5,
Eubrontes,52986,201.4,199.5,
Eubrontes,52986,201.4,199.5,
Grallator,52986,201.4,199.5,
Grallator,52986,201.4,199.5,
Grallator,52986,201.4,199.5,
Eubrontes,52986,201.4,199.5,
Grallator,52986,201.4,199.5,
Kayentapus,52986,201.4,199.5,
Grallator,52986,201.4,199.5,
Grallator,52986,201.4,199.5,
Herrerasaurus,52907,237.0,227.0,
Proterochampsa,52747,237.0,227.0,Scaphonyx-Exaeretodon-Herrerasaurus
Trialestes,52747,237.0,227.0,Scaphonyx-Exaeretodon-Herrerasaurus
Herrerasaurus,52746,237.0,227.0,
Herrerasaurus,52745,237.0,227.0,
Herrerasaurus,52744,237.0,227.0,
Herrerasaurus,52742,237.0,227.0,
Herrerasaurus,52741,237.0,227.0,
Herrerasaurus,52740,237.0,227.0,
Herrerasaurus,52740,237.0,227.0,
Coelophysis,52498,227.0,208.5,
Coelophysis,52498,227.0,208.5,
Paratypothorax,52503,227.0,208.5,
Typothorax,52503,227.0,208.5,
Revueltosaurus,52502,227.0,208.5,
Leptosuchus,52502,227.0,208.5,
Acaenasuchus,52502,227.0,208.5,
Leptosuchus,52501,227.0,208.5,Adamanian
Scutarx,52501,227.0,208.5,Adamanian
Leptosuchus,52500,227.0,208.5,
Calyptosuchus,52500,227.0,208.5,
Krzyzanowskisaurus,52499,227.0,208.5,
Smilosuchus,52499,227.0,208.5,
Typothorax,48546,227.0,208.5,
Revueltosaurus,49500,227.0,208.5,
Coelophysis,52498,227.0,208.5,
Grallator,52168,227.0,208.5,
Syntarsus,52086,208.5,199.5,
Riojasaurus,52032,227.0,208.5,
Coloradisaurus,52014,227.0,208.5,
Eubrontes,51979,208.5,201.4,
Diphydontosaurus,51970,208.5,201.4,
Diphydontosaurus,51970,208.5,201.4,
Thecodontosaurus,51970,208.5,201.4,
Thecodontosaurus,51970,208.5,201.4,
Thecodontosaurus,51970,208.5,201.4,
Thecodontosaurus,51970,208.5,201.4,
Thecodontosaurus,51970,208.5,201.4,
Thecodontosaurus,51970,208.5,201.4,
Thecodontosaurus,51970,208.5,201.4,
Thecodontosaurus,51970,208.5,201.4,
Thecodontosaurus,51970,208.5,201.4,
Thecodontosaurus,51970,208.5,201.4,
Thecodontosaurus,51970,208.5,201.4,
Eshanosaurus,51909,201.4,199.5,
Eubrontes,51263,201.4,199.5,
Grallator,51262,201.4,199.5,
Eubrontes,51261,201.4,199.5,
Grallator,51255,201.4,199.5,
Grallator,51255,201.4,199.5,
Grallator,51260,201.4,199.5,
Grallator,51260,201.4,199.5,
Grallator,51260,201.4,199.5,
Eubrontes,51260,201.4,199.5,
Eubrontes,51260,201.4,199.5,
Grallator,51259,201.4,199.5,
Grallator,51258,201.4,199.5,
Batrachopus,51257,201.4,199.5,
Eubrontes,51256,201.4,199.5,
Grallator,51256,201.4,199.5,
Batrachopus,51256,201.4,199.5,
Eubrontes,51256,201.4,199.5,
Grallator,51255,201.4,199.5,
Eubrontes,51255,201.4,199.5,
Grallator,51255,201.4,199.5,
Variodens,51235,208.5,201.4,
Eudimorphodon,51235,208.5,201.4,
Eudimorphodon,47803,227.0,208.5,
Grallator,50303,227.0,208.5,
Grallator,50302,227.0,208.5,
Ammorhynchus,49856,247.2,244.7,
Ammorhynchus,49855,247.2,244.7,
Ammorhynchus,49854,247.2,244.7,
Ammorhynchus,49853,247.2,244.7,
Chinshakiangosaurus,49779,201.4,199.5,
Lophostropheus,49654,208.5,199.5,
Sinosaurus,49503,201.4,199.5,
Lukousaurus,49503,201.4,199.5,
Lufengosaurus,49503,201.4,199.5,
Gyposaurus,49503,201.4,199.5,
Lufengosaurus,49503,201.4,199.5,
Lufengosaurus,49501,201.4,199.5,
Lufengosaurus,49501,201.4,199.5,
Revueltosaurus,49500,227.0,208.5,
Machaeroprosopus,49500,227.0,208.5,
Hesperosuchus,49500,227.0,208.5,
Typothorax,49500,227.0,208.5,
Shuvosaurus,49499,227.0,208.5,
Shuvosaurus,49499,227.0,208.5,
Rioarribasuchus,49499,227.0,208.5,
Rutiodon,49499,227.0,208.5,
Machaeroprosopus,49499,227.0,208.5,
Gojirasaurus,49499,227.0,208.5,
Liliensternus,48694,227.0,208.5,
Liliensternus,48694,227.0,208.5,
Ruehleia,48694,227.0,208.5,
Ruehleia,48694,227.0,208.5,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Plateosaurus,22684,208.5,201.4,
Gresslyosaurus,48691,227.0,208.5,
Plateosaurus,48690,208.5,201.4,
Plateosaurus,48690,208.5,201.4,
Plateosaurus,48689,227.0,208.5,
Plateosaurus,48687,208.5,201.4,
Zanclodon,48685,242.0,237.0,
Liliensternus,48683,227.0,208.5,
Plateosaurus,48683,227.0,208.5,
Spondylosoma,48659,242.0,237.0,Dinodontosaurus
Staurikosaurus,48658,237.0,227.0,
Camelotia,48644,208.5,201.4,
Gresslyosaurus,48643,227.0,208.5,
Plateosaurus,48643,227.0,208.5,
Plateosaurus,36106,208.5,201.4,
Plateosaurus,25836,227.0,208.5,
Plateosaurus,48639,227.0,208.5,
Shuvosaurus,48546,227.0,208.5,
Chindesaurus,48546,227.0,208.5,
Chindesaurus,48546,227.0,208.5,
Revueltosaurus,48516,227.0,208.5,
Saturnalia,48460,237.0,227.0,
Hyperodapedon,48460,237.0,227.0,
Trilophosaurus,48424,227.0,208.5,
Machaeroprosopus,48422,208.5,201.4,
Coelophysis,48422,208.5,201.4,
Typothorax,48421,227.0,208.5,
Plateosaurus,47806,227.0,208.5,
Gresslyosaurus,47802,213.2,208.5,
Gresslyosaurus,47802,213.2,208.5,
Efraasia,47800,216.7,213.2,
Teratosaurus,47785,227.0,208.5,
Coelophysis,47198,201.4,199.5,
Typothorax,47126,227.0,208.5,
Machaeroprosopus,47126,227.0,208.5,
Machaeroprosopus,47126,227.0,208.5,
Hyperodapedon,47037,237.0,227.0,Scaphonyx-Exaeretodon-Herrerasaurus
Hyperodapedon,47036,237.0,227.0,Scaphonyx-Exaeretodon-Herrerasaurus
Herrerasaurus,47036,237.0,227.0,Scaphonyx-Exaeretodon-Herrerasaurus
Jingshanosaurus,46903,201.4,199.5,
Diphydontosaurus,46889,237.0,227.0,
Lucasuchus,46567,237.0,227.0,
Protosuchus,46392,208.5,199.5,
Phalarodon,34267,247.2,237.0,
Cymbospondylus,34267,247.2,237.0,
Cymbospondylus,34267,247.2,237.0,
Cymbospondylus,34267,247.2,237.0,
Variodens,12858,208.5,201.4,
Haligonia,46077,208.5,201.4,
Planocephalosaurus,46077,208.5,201.4,
Tricuspisaurus,46077,208.5,201.4,
Clevosaurus,27012,237.0,227.0,
Kuehneosaurus,27012,237.0,227.0,
Terrestrisuchus,27012,237.0,227.0,
Unaysaurus,45513,227.0,208.5,Ictidosauria
Parasuchus,45441,237.0,227.0,
Nothosaurus,44358,247.2,242.0,
Tanytrachelos,39160,227.0,208.5,
Trilophosaurus,39160,227.0,208.5,
Trilophosaurus,39160,227.0,208.5,
Poposaurus,39160,227.0,208.5,
Shuvosaurus,39160,227.0,208.5,
Poposaurus,39219,227.0,208.5,
Timanophon,39811,251.2,247.2,
Cyamodus,39763,247.2,237.0,
Acaenasuchus,39219,227.0,208.5,
Parasuchus,39219,227.0,208.5,
Smilosuchus,39219,227.0,208.5,
Tanytrachelos,39219,227.0,208.5,
Calyptosuchus,39160,227.0,208.5,
Camposaurus,39160,227.0,208.5,
Postosuchus,39160,227.0,208.5,
Smilosuchus,39160,227.0,208.5,
Desmatosuchus,39160,227.0,208.5,
Xenodiphyodon,39159,237.0,227.0,
Gomphiosauridion,39159,237.0,227.0,
Uatchitodon,39159,237.0,227.0,
Euscolosuchus,39159,237.0,227.0,
Placochelys,38792,227.0,208.5,
Procolina,38528,251.2,247.2,
Pamelina,38528,251.2,247.2,
Osmolskina,38528,251.2,247.2,
Sophineta,38528,251.2,247.2,
Czatkowiella,38528,251.2,247.2,
Sarcosaurus,37812,201.4,199.5,
Barracudasaurus,37606,247.2,237.0,
Paraplacodus,37323,247.2,242.0,
Psephoderma,37322,208.5,201.4,
Psephoderma,37321,208.5,201.4,
Placochelys,37320,237.0,227.0,
Chaohusaurus,37181,248.9,247.2,
Chaohusaurus,37180,248.9,247.2,
Chasmatosuchus,37041,251.902,247.2,
Chasmatosuchus,37040,251.902,247.2,
Chasmatosuchus,37037,251.902,251.2,
Chasmatosuchus,37036,251.2,247.2,
Plateosauravus,36735,227.0,208.5,
Plateosauravus,36735,227.0,208.5,
Plateosauravus,36735,227.0,208.5,
Plateosauravus,36735,227.0,208.5,
Melanorosaurus,36704,227.0,208.5,
Vonhuenia,28396,251.902,251.2,
Psephoderma,36377,216.7,213.2,
Psephoderma,36377,216.7,213.2,
Psephoderma,36377,216.7,213.2,
Placochelys,36374,237.0,227.0,
Anisodontosaurus,34888,247.2,244.7,
Arizonasaurus,34888,247.2,244.7,
Pareiasuchus,34816,259.51,254.14,
Captorhinus,28267,283.5,273.01,
Rutiodon,34759,227.0,208.5,
Coelurosaurichnus,24835,237.0,227.0,
Grippia,34401,251.2,247.2,
Omphalosaurus,34267,247.2,237.0,
Omphalosaurus,34267,247.2,237.0,
Zupaysaurus,34132,227.0,208.5,
Bolosaurus,11165,298.9,290.1,
Ichthyosaurus,31774,208.5,201.4,
Termatosaurus,31774,208.5,201.4,
Ichthyosaurus,31773,208.5,201.4,
Termatosaurus,31772,208.5,201.4,
Cymatosaurus,31770,247.2,237.0,
Neusticosaurus,31768,247.2,237.0,
Scutosaurus,28855,264.28,254.14,IV
Deltavjatia,28854,264.28,259.51,Deltavjatia vjatkensis
Grallator,28614,227.0,208.5,
Mesosaurus,28471,290.1,283.5,
Mesosaurus,28470,290.1,283.5,
Mesosaurus,28469,290.1,283.5,
Mesosaurus,28468,290.1,283.5,
Captorhinus,28272,283.5,273.01,
Labidosaurus,28270,283.5,273.01,
Labidosaurus,28270,283.5,273.01,
Captorhinus,28270,283.5,273.01,
Araeoscelis,28267,283.5,273.01,
Araeoscelis,28267,283.5,273.01,
Araeoscelis,28267,283.5,273.01,
Araeoscelis,28267,283.5,273.01,
Araeoscelis,28267,283.5,273.01,
Bolosaurus,28267,283.5,273.01,
Labidosaurus,28261,283.5,273.01,
Captorhinus,28261,283.5,273.01,
Labidosaurus,28264,283.5,273.01,
Captorhinus,28264,283.5,273.01,
Captorhinus,28264,283.5,273.01,
Labidosaurus,28256,283.5,273.01,
Labidosaurus,28256,283.5,273.01,
Captorhinus,28256,283.5,273.01,
Captorhinus,28256,283.5,273.01,
Captorhinus,28256,283.5,273.01,
Captorhinus,28256,283.5,273.01,
Captorhinus,28256,283.5,273.01,
Labidosaurus,28251,283.5,273.01,
Bolosaurus,13080,290.1,283.5,
Bolosaurus,28142,290.1,283.5,
Bolosaurus,28142,290.1,283.5,
Bolosaurus,28142,290.1,283.5,
Bolosaurus,28142,290.1,283.5,
Bolosaurus,28142,290.1,283.5,
Bolosaurus,28142,290.1,283.5,
Bolosaurus,28142,290.1,283.5,
Bolosaurus,28142,290.1,283.5,
Captorhinoides,27704,283.5,273.01,
Rothianiscus,27574,273.01,264.28,
Rothianiscus,27573,273.01,264.28,
Rothianiscus,27487,273.01,264.28,
Rothianiscus,27485,273.01,264.28,
Rothianiscus,27482,273.01,264.28,
Rothianiscus,27480,273.01,264.28,
Rothianiscus,27479,273.01,264.28,
Rothianiscus,27475,273.01,264.28,
Rothianiscus,27475,273.01,264.28,
Rothianiscus,27475,273.01,264.28,
Rothianiscus,27400,273.01,264.28,
Belebey,27341,266.9,264.28,Estemmenosuchus uralensis
Youngetta,27160,251.902,247.2,
Eumetabolodon,27158,251.2,242.0,
Eumetabolodon,27134,251.2,242.0,
Pantydraco,27012,237.0,227.0,
Issi,26996,227.0,208.5,
Plateosaurus,26998,227.0,208.5,
Aetosaurus,26998,227.0,208.5,
Aetosaurus,26998,227.0,208.5,
Proganochelys,26997,216.7,213.2,
Arcticodactylus,26995,227.0,208.5,
Bradysaurus,26710,264.28,259.51,Tapinocephalus or Pristerognathus Assemblage
Pisanosaurus,26452,237.0,227.0,Scaphonyx-Exaeretodon-Herrerasaurus
Tarjadia,26092,242.0,237.0,
Tropidosuchus,26092,242.0,237.0,
Lewisuchus,26092,242.0,237.0,
Marasuchus,26092,242.0,237.0,
Gracilisuchus,26092,242.0,237.0,
Gualosuchus,26092,242.0,237.0,
Chanaresuchus,26092,242.0,237.0,
Lagerpeton,26092,242.0,237.0,
Luperosuchus,26092,242.0,237.0,
Agnosphitys,25298,237.0,227.0,
Terrestrisuchus,25298,237.0,227.0,
Herrerasaurus,24878,237.0,227.0,
Aetosauroides,24877,237.0,227.0,Scaphonyx-Exaeretodon-Herrerasaurus
Saurosuchus,24877,237.0,227.0,Scaphonyx-Exaeretodon-Herrerasaurus
Herrerasaurus,24877,237.0,227.0,Scaphonyx-Exaeretodon-Herrerasaurus
Eoraptor,24877,237.0,227.0,Scaphonyx-Exaeretodon-Herrerasaurus
Eoraptor,24877,237.0,227.0,Scaphonyx-Exaeretodon-Herrerasaurus
Captorhinus,22715,283.5,273.01,
Captorhinus,22715,283.5,273.01,
Elachistosuchus,22684,208.5,201.4,
Liliensternus,22684,208.5,201.4,
Proganochelys,22684,208.5,201.4,
Liliensternus,22683,227.0,208.5,
Proganochelys,22683,227.0,208.5,
Proganochelys,22683,227.0,208.5,
Proganochelys,22683,227.0,208.5,
Plateosaurus,22683,227.0,208.5,
Plateosaurus,22683,227.0,208.5,
Liliensternus,22680,227.0,208.5,
Saltoposuchus,22680,227.0,208.5,
Aetosaurus,22680,227.0,208.5,
Plateosaurus,22680,227.0,208.5,
Rhipaeosaurus,22644,266.9,264.28,Estemmenosuchus uralensis
Mixosaurus,13344,247.2,237.0,
Neusticosaurus,13344,247.2,237.0,
Efraasia,13285,227.0,208.5,
Trilophosaurus,13273,227.0,208.5,
Desmatosuchus,13273,227.0,208.5,
Postosuchus,13273,227.0,208.5,
Postosuchus,13273,227.0,208.5,
Lagerpeton,13271,242.0,237.0,
Lewisuchus,13271,242.0,237.0,
Trilophosaurus,13266,227.0,208.5,
Diphydontosaurus,13183,237.0,227.0,
Terrestrisuchus,13183,237.0,227.0,
Clevosaurus,13183,237.0,227.0,
Planocephalosaurus,13183,237.0,227.0,
Planocephalosaurus,13182,237.0,227.0,
Sigmala,13181,237.0,227.0,
Clevosaurus,13181,237.0,227.0,
Planocephalosaurus,13181,237.0,227.0,
Kuehneosaurus,13180,237.0,227.0,
Sigmala,13180,237.0,227.0,
Clevosaurus,13180,237.0,227.0,
Planocephalosaurus,13180,237.0,227.0,
Kuehneosaurus,13179,237.0,227.0,
Sigmala,13179,237.0,227.0,
Clevosaurus,13179,237.0,227.0,
Planocephalosaurus,13179,237.0,227.0,
Kuehneosaurus,13178,237.0,227.0,
Sigmala,13178,237.0,227.0,
Clevosaurus,13178,237.0,227.0,
Planocephalosaurus,13178,237.0,227.0,
Planocephalosaurus,13177,237.0,227.0,
Pelecymala,13177,237.0,227.0,
Sigmala,13177,237.0,227.0,
Kuehneosaurus,13176,237.0,227.0,
Sigmala,13176,237.0,227.0,
Diphydontosaurus,13176,237.0,227.0,
Terrestrisuchus,13176,237.0,227.0,
Clevosaurus,13176,237.0,227.0,
Planocephalosaurus,13176,237.0,227.0,
Sigmala,13175,237.0,227.0,
Diphydontosaurus,13175,237.0,227.0,
Terrestrisuchus,13175,237.0,227.0,
Planocephalosaurus,13175,237.0,227.0,
Clevosaurus,13175,237.0,227.0,
Kuehneosaurus,13174,237.0,227.0,
Sigmala,13174,237.0,227.0,
Planocephalosaurus,13174,237.0,227.0,
Terrestrisuchus,13174,237.0,227.0,
Diphydontosaurus,13174,237.0,227.0,
Diphydontosaurus,13173,237.0,227.0,
Clevosaurus,13173,237.0,227.0,
Araeoscelis,13044,290.1,283.5,
Araeoscelis,13044,290.1,283.5,
Procolophon,13043,251.902,247.2,
Kuehneosaurus,12858,208.5,201.4,
Kuehneosuchus,12857,208.5,201.4,
Rutiodon,12856,227.0,208.5,
Icarosaurus,12856,227.0,208.5,
